~id,first_name,last_name,account_number,pg,component,value,created,amount,name,isFraud:bool,~label
account-15393162795080,Ai,Zhang,0015-3931-6279-5080,0.003344482,68,,,,,,Account
account-15393162795837,Agustiar,Lesmana,0015-3931-6279-5837,,,,,,,,Account
account-15393162799396,Mikhail,Ivanov,0015-3931-6279-9396,,,,,,,,Account
account-15393162799768,Choi,Choi,0015-3931-6279-9768,0.003344482,16,,,,,,Account
account-17592186047089,Bill,Armstrong,0017-5921-8604-7089,,,,,,,,Account
account-17592186051803,Alex Obanda,Ngoche,0017-5921-8605-1803,,,,,,,,Account
account-17592186052760,Rene,Bettens,0017-5921-8605-2760,,,,,,,,Account
account-17592186053742,Bechir,Bouzid,0017-5921-8605-3742,,,,,,,,Account
account-19791209300852,Ge,Wang,0019-7912-0930-0852,0.000795718,51,,,,,,Account
account-19791209303888,Zhong,Wang,0019-7912-0930-3888,,,,,,,,Account
account-19791209303899,Yang,Zhang,0019-7912-0930-3899,,,,,,,,Account
account-15393162798789,Guillermo,Alvarez,0015-3931-6279-8789,0.003230576,51,,,,,,Account
account-13194139543907,Wei,Bemba,0013-1941-3954-3907,0.004450913,69,,,,,,Account
account-13194139541737,Stefan,Gonzalez,0013-1941-3954-1737,0.003246518,69,,,,,,Account
account-30786325586777,Stefan,Gonzalez,0030-7863-2558-6777,0.004233004,69,,,,,,Account
account-2052,Hao,Liu,0000-0000-0000-2052,0.003645424,70,,,,,,Account
account-30786325580454,Diego,Gallagher,0030-7863-2558-0454,0.004366129,70,,,,,,Account
account-10995116281603,Diego,Cooper,0010-9951-1628-1603,0.005293644,70,,,,,,Account
account-24189255812733,Lei,Alvarez,0024-1892-5581-2733,0.004795002,51,,,,,,Account
account-10995116279823,Akira,Li,0010-9951-1627-9823,0.001949191,51,,,,,,Account
account-15393162797721,Lei,Alvarez,0015-3931-6279-7721,0.003413573,51,,,,,,Account
account-28587302332865,Philibert,Parra,0028-5873-0233-2865,0.004099903,71,,,,,,Account
account-26388279077106,Hao,Cooper,0026-3882-7907-7106,0.004384112,70,,,,,,Account
account-8796093024089,Ahsan,Fernandez,0008-7960-9302-4089,0.003850929,72,,,,,,Account
account-2199023258364,Li,Fernandez,0002-1990-2325-8364,0.002836157,51,,,,,,Account
account-2199023260494,Eun-Hye,Yang,0002-1990-2326-0494,0.003902753,72,,,,,,Account
"feature-taiyuan, 003",,,,,,"Taiyuan, 003",,,,,Address
"feature-gomel, 001",,,,,,"Gomel, 001",,,,,Address
"feature-danjiangkou, 002",,,,,,"Danjiangkou, 002",,,,,Address
"feature-ichikawa, 002",,,,,,"Ichikawa, 002",,,,,Address
"feature-beiliu, 003",,,,,,"Beiliu, 003",,,,,Address
"feature-fianarantosa, 002",,,,,,"Fianarantosa, 002",,,,,Address
"feature-putian, 001",,,,,,"Putian, 001",,,,,Address
"feature-barnaul, 001",,,,,,"Barnaul, 001",,,,,Address
"feature-mogilev, 002",,,,,,"Mogilev, 002",,,,,Address
"feature-manokwari, 002",,,,,,"Manokwari, 002",,,,,Address
"feature-barnaul, 003",,,,,,"Barnaul, 003",,,,,Address
"feature-jerusalem, 002",,,,,,"Jerusalem, 002",,,,,Address
"feature-anqiu, 002",,,,,,"Anqiu, 002",,,,,Address
"feature-irkutsk, 002",,,,,,"Irkutsk, 002",,,,,Address
"feature-kunming, 001",,,,,,"Kunming, 001",,,,,Address
"feature-grodno, 003",,,,,,"Grodno, 003",,,,,Address
"feature-davao_city, 003",,,,,,"Davao_City, 003",,,,,Address
"feature-vienna, 001",,,,,,"Vienna, 001",,,,,Address
"feature-bas-congo, 003",,,,,,"Bas-Congo, 003",,,,,Address
"feature-gaoping, 001",,,,,,"Gaoping, 001",,,,,Address
"feature-chuxiong, 002",,,,,,"Chuxiong, 002",,,,,Address
"feature-nanchong, 003",,,,,,"Nanchong, 003",,,,,Address
"feature-guanhães, 002",,,,,,"Guanhães, 002",,,,,Address
"feature-incheon, 002",,,,,,"Incheon, 002",,,,,Address
"feature-szczecin, 003",,,,,,"Szczecin, 003",,,,,Address
"feature-utrecht, 001",,,,,,"Utrecht, 001",,,,,Address
"feature-barranquilla, 001",,,,,,"Barranquilla, 001",,,,,Address
"feature-gaoyou, 001",,,,,,"Gaoyou, 001",,,,,Address
"feature-tahoua, 001",,,,,,"Tahoua, 001",,,,,Address
"feature-houston, 001",,,,,,"Houston, 001",,,,,Address
"feature-samarinda, 003",,,,,,"Samarinda, 003",,,,,Address
"feature-topi, 002",,,,,,"Topi, 002",,,,,Address
"feature-salamanca, 003",,,,,,"Salamanca, 003",,,,,Address
"feature-bến, 003",,,,,,"Bến, 003",,,,,Address
"feature-pudong, 002",,,,,,"Pudong, 002",,,,,Address
"feature-pohang, 002",,,,,,"Pohang, 002",,,,,Address
"feature-gaobeidian, 002",,,,,,"Gaobeidian, 002",,,,,Address
"feature-kabul, 001",,,,,,"Kabul, 001",,,,,Address
"feature-bucaramanga, 003",,,,,,"Bucaramanga, 003",,,,,Address
"feature-ifrane, 003",,,,,,"Ifrane, 003",,,,,Address
"feature-beitun, 002",,,,,,"Beitun, 002",,,,,Address
"feature-dar_es_salaam, 001",,,,,,"Dar_es_Salaam, 001",,,,,Address
"feature-mettu, 003",,,,,,"Mettu, 003",,,,,Address
62176fa6b49b4320b29cdab3b3bdfaa4,,,,,,,2021-01-19T07:05:53Z,180,,,Transaction
103e4e33899f48d7a886dd487eed6b68,,,,,,,2021-01-19T14:40:18Z,718,,,Transaction
0250afd0b30542f58f031672168106c0,,,,,,,2021-01-13T13:02:01Z,830,,,Transaction
83c5ec4fe8bc4861a54a192b9678d602,,,,,,,2021-01-14T01:29:29Z,833,,,Transaction
5bef6ea91349459ab59f1f8f1830de10,,,,,,,2021-01-08T06:57:06Z,149,,,Transaction
c9830fe7d0d6457b927a4434fb594713,,,,,,,2021-01-13T15:00:04Z,553,,,Transaction
c63b66f76f974fd7848c3461d8133716,,,,,,,2021-01-10T10:11:14Z,572,,,Transaction
fc78524fb2364cea82ae2775d0ee71a0,,,,,,,2021-01-12T16:38:38Z,536,,,Transaction
3e70d27cfc5d463ca70ec1b87908639f,,,,,,,2021-01-23T05:42:40Z,294,,,Transaction
4e7ecf94d16045368578c480ffb1b042,,,,,,,2021-01-02T22:34:22Z,580,,,Transaction
4df843c1b2ef485e9a77b1445bd37f69,,,,,,,2021-01-09T10:54:37Z,22,,,Transaction
a35d04b58e8841d9bc877b9b27f993f2,,,,,,,2021-01-31T02:37:15Z,679,,,Transaction
9f442ae5428e4901ad1a7f079c712c2f,,,,,,,2021-01-25T04:08:29Z,65,,,Transaction
90c491fb6fcc4402a2967e8d11e0660e,,,,,,,2021-01-07T21:04:34Z,261,,,Transaction
29a345cde7054960a177055e729c7b86,,,,,,,2021-01-31T21:27:23Z,137,,,Transaction
9e50dc08189144e0a9ad7b4a7d48f313,,,,,,,2021-01-29T22:07:16Z,720,,,Transaction
cbf9812e291e40bf93c2bfce66c6129a,,,,,,,2021-01-23T23:56:41Z,107,,,Transaction
eef8b7fb110d4c798d6125a8ffd110bd,,,,,,,2021-01-23T12:10:15Z,593,,,Transaction
346767ac493141658f53e69b6eb2d853,,,,,,,2021-01-18T09:52:26Z,314,,,Transaction
7320ccca50ec47dd9ab6cde05a38e9ec,,,,,,,2021-01-08T02:41:33Z,154,,,Transaction
61bdb8a1639c4f81ad6b55f1cd3083f9,,,,,,,2021-01-30T09:01:43Z,409,,,Transaction
9c2f4d4d5dc24e958a340812c7aa3edf,,,,,,,2021-01-26T00:20:00Z,351,,,Transaction
f0c3dc1f9f574e7986699de2472f0e8e,,,,,,,2021-01-12T05:45:26Z,782,,,Transaction
534258cc4c414dec86b99cfc9539955b,,,,,,,2021-01-02T10:45:48Z,381,,,Transaction
0317eebbed714faa92b1e5e9d94e75cd,,,,,,,2021-01-09T18:45:22Z,412,,,Transaction
bc1bd4bfe05f4959ad5cedef5dbda00c,,,,,,,2021-01-21T21:06:41Z,542,,,Transaction
5d7380fd826f46b7b6db5fad865fde80,,,,,,,2021-01-30T16:59:20Z,358,,,Transaction
432baa6ac7e2467086b096e3db79e86b,,,,,,,2021-01-24T11:36:59Z,668,,,Transaction
c1846fb7293646338016b7508c645429,,,,,,,2021-01-25T22:04:22Z,759,,,Transaction
d82f68ce677f4dfba1438b26aaa661c7,,,,,,,2021-01-06T20:24:26Z,716,,,Transaction
c4599fbb42364d4d9bf497b753baefa1,,,,,,,2021-01-06T18:17:58Z,977,,,Transaction
7b203f4f856a40b89f7e13bd5f3d690d,,,,,,,2021-01-05T18:35:08Z,443,,,Transaction
542b8446d85f4254bcbad84ae64f8876,,,,,,,2021-01-03T13:44:14Z,652,,,Transaction
b0c22cd6f895408bbb0908fdee5888de,,,,,,,2021-01-21T21:55:03Z,255,,,Transaction
0e1c21f87693478e8a7470214d33bbe8,,,,,,,2021-01-01T21:30:46Z,376,,,Transaction
f00aa8984fe44f2886aaa12dba5ada91,,,,,,,2021-01-17T13:19:12Z,83,,,Transaction
d5ed6fbdd3114fccad13eba5b935140b,,,,,,,2021-01-07T14:27:28Z,84,,,Transaction
1d1f50ea6b5a4d1ea81cd062adcbbaf4,,,,,,,2021-01-02T20:12:39Z,777,,,Transaction
fecbd5e1f49740d9b439d8efa121475f,,,,,,,2021-01-08T16:40:57Z,776,,,Transaction
5d0d5b7e0a7f4e63b746e1b869596477,,,,,,,2021-01-05T19:37:32Z,778,,,Transaction
ca8b0725ecee4eeeb1ca450506f77c36,,,,,,,2021-01-20T10:34:50Z,132,,,Transaction
d01dc3c90a1c42ca94de49fc0e71962a,,,,,,,2021-01-18T13:27:39Z,92,,,Transaction
ec7137ae729d4a29b7e2a3b71fa7d150,,,,,,,2021-01-09T11:02:19Z,368,,,Transaction
5be0bc7e12ab4be2a97f7dface4f92f9,,,,,,,2021-01-16T23:13:17Z,928,,,Transaction
d6d2b25674bf45deac83db1beed99c8c,,,,,,,2021-01-25T00:52:08Z,390,,,Transaction
71340ba5ce6c4963b140dd3eb741302e,,,,,,,2021-01-30T14:47:02Z,954,,,Transaction
5fcb0dcb930e4ac7881738140cebd88f,,,,,,,2021-01-03T05:04:28Z,477,,,Transaction
605f061f07b44fd1814ba6f30e84017c,,,,,,,2021-01-20T06:23:21Z,548,,,Transaction
59a056c0e8514065babbf36e2fcbf5b4,,,,,,,2021-01-19T09:42:06Z,463,,,Transaction
72e34d856cf841caba8b392effe4aaf0,,,,,,,2021-01-04T13:37:20Z,611,,,Transaction
d5fcceccc83149d9a3f61b00ff140497,,,,,,,2021-01-26T07:19:49Z,828,,,Transaction
1100b21250584447822cd97848d2a8c0,,,,,,,2021-01-27T06:23:34Z,563,,,Transaction
38834e8e61264c76ac44216ab9948cea,,,,,,,2021-01-25T19:29:19Z,284,,,Transaction
cdb81296cf2e490c9051ff7b40089ed3,,,,,,,2021-01-04T00:17:07Z,891,,,Transaction
3cfe6a77f7aa491f9a302ecc17a8f18f,,,,,,,2021-01-04T08:56:17Z,592,,,Transaction
b649dcf6696849568543109ab729af39,,,,,,,2021-01-06T05:28:23Z,624,,,Transaction
de5a575ac73949bb8652d8920cba6b4e,,,,,,,2021-01-24T14:46:22Z,994,,,Transaction
391a771b91404b58840214f5b15841c5,,,,,,,2021-01-06T00:39:59Z,207,,,Transaction
9334e635b7f14257baa50d3e280ef763,,,,,,,2021-01-14T01:36:29Z,459,,,Transaction
780e77b223cb48638002883368ea7923,,,,,,,2021-01-13T06:11:19Z,495,,,Transaction
79c64b0b1f584f328e00d0427fcda2f6,,,,,,,2021-01-23T05:35:56Z,413,,,Transaction
f9e6331b52224f77bc5330114a352862,,,,,,,2021-01-05T09:41:22Z,554,,,Transaction
4af05ed889964ea8b9bd626a8157251d,,,,,,,2021-01-11T02:05:38Z,906,,,Transaction
c2ad97bb3aff4d968cdc44240d23d98a,,,,,,,2021-01-04T09:43:44Z,234,,,Transaction
debe80268a004952ba6bdbca57e2c15e,,,,,,,2021-01-22T10:36:51Z,948,,,Transaction
a08f078b88774a16b7267f4a6ed7bf36,,,,,,,2021-01-12T00:33:16Z,583,,,Transaction
7901442d0f3c47e89e27fe1383beb482,,,,,,,2021-01-28T17:27:49Z,1000,,,Transaction
4a387538e0234f46b870a991853558d4,,,,,,,2021-01-24T07:13:35Z,168,,,Transaction
67c87460b9fd46cda14056c6f41f2884,,,,,,,2021-01-02T04:17:46Z,293,,,Transaction
d2d7b018472a4bfda1317b3365422a2a,,,,,,,2021-01-13T20:45:19Z,769,,,Transaction
d7a1d702a60b46a3bb9d43e6baaaece6,,,,,,,2021-01-28T08:36:14Z,501,,,Transaction
aef85a362358436fa26fe6f7814d558e,,,,,,,2021-01-21T06:26:20Z,175,,,Transaction
e2762656a50543c08f2760596ea3cf18,,,,,,,2021-01-31T00:16:26Z,422,,,Transaction
d748acbfcc5743b1bbe1943329dbd057,,,,,,,2021-01-29T20:39:04Z,442,,,Transaction
8ece916d857b4540831c2961b7cbb7cd,,,,,,,2021-01-01T03:44:58Z,88,,,Transaction
d4a2f87397734915a88ac3a0d20e758f,,,,,,,2021-01-25T05:47:20Z,368,,,Transaction
8639ce5e50ba482dbf92659f937249fd,,,,,,,2021-01-21T16:57:32Z,820,,,Transaction
27a6643fd06f49fd8cd701b87cecb84b,,,,,,,2021-01-06T23:26:29Z,117,,,Transaction
50a331331f3e4378a0c378c202c0b1a1,,,,,,,2021-01-31T18:37:11Z,693,,,Transaction
62ad5fe0bd6f4e4986092438118efc14,,,,,,,2021-01-20T01:14:54Z,345,,,Transaction
e3a1f94590564ba8a9506da6bca0f503,,,,,,,2021-01-09T09:30:19Z,64,,,Transaction
f2bdb49b0fed4eb38090262ca70a9ae6,,,,,,,2021-01-07T10:36:25Z,970,,,Transaction
911ade5004934bdb9f441b4c26e868dc,,,,,,,2021-01-30T11:50:40Z,288,,,Transaction
c8d0ead312f849b6aba477f0d2f214b9,,,,,,,2021-01-04T02:46:32Z,358,,,Transaction
1c7403582f7d4fcebed038eb99ca66ee,,,,,,,2021-01-21T10:49:33Z,18,,,Transaction
2951261dd3354fd78a2c893802632dc1,,,,,,,2021-01-04T19:35:09Z,492,,,Transaction
7f5a2e48d7064606819db6719252220d,,,,,,,2021-01-30T10:48:57Z,201,,,Transaction
4ab36cb947294b48a18888c0fae41cb0,,,,,,,2021-01-29T01:42:23Z,899,,,Transaction
ecb52208d67c4593ae86bf82ef41b235,,,,,,,2021-01-27T10:20:03Z,662,,,Transaction
70f5bf9087e846f0ad617ac81f4fcfd7,,,,,,,2021-01-28T22:45:40Z,413,,,Transaction
d45b0a5d3e9249eaabf59ff50ff091bd,,,,,,,2021-01-23T10:48:45Z,121,,,Transaction
626bbcb90ac146958297d44e5a7608b4,,,,,,,2021-01-19T12:09:00Z,236,,,Transaction
3ff4c28f2b0b4b76b0eb2796f72ceaf9,,,,,,,2021-01-13T01:07:52Z,137,,,Transaction
6eee81fe0cec454a8049d053bca02a7c,,,,,,,2021-01-08T22:27:35Z,507,,,Transaction
dfa3b97723e247598e5c3b0308b7e3b9,,,,,,,2021-01-01T02:02:56Z,241,,,Transaction
42d77d42b3a748eaa7fd3729425e7a06,,,,,,,2021-01-04T05:20:45Z,331,,,Transaction
86c0c26c7dcd41c99edb97b1240e2a15,,,,,,,2021-01-16T00:06:50Z,444,,,Transaction
387c8a0a464b4892931f4d4167be992b,,,,,,,2021-01-30T03:51:00Z,947,,,Transaction
f4805af9049c4cb5beefb0f0fe5a3a90,,,,,,,2021-01-19T12:44:09Z,432,,,Transaction
8492ef187d6644ee81f785d7ec01b8de,,,,,,,2021-01-19T07:40:24Z,647,,,Transaction
ecebd8c28ac64a9da0d9677c773156fa,,,,,,,2021-01-06T04:52:42Z,927,,,Transaction
f830bcb7c91f4a548e441e3121a5ed5b,,,,,,,2021-01-28T01:23:11Z,801,,,Transaction
f4092e6524d9499f8cb29ab20fdd83af,,,,,,,2021-01-21T15:30:50Z,35,,,Transaction
ca9c76d0da64420f9132052a7419aa4f,,,,,,,2021-01-08T21:55:27Z,308,,,Transaction
1a2682fae84a44a5bd9aa7c094e74573,,,,,,,2021-01-15T02:52:09Z,811,,,Transaction
656fa44ae8894579a3cc967801e51467,,,,,,,2021-01-10T16:51:22Z,229,,,Transaction
1823b3077b324ad0967c574513bbc79e,,,,,,,2021-01-23T23:18:44Z,850,,,Transaction
0fa4a86714ce48e9a3b8271e1b4c18b2,,,,,,,2021-01-28T04:17:12Z,961,,,Transaction
c9f89869c1b34d5facc3a30a0eb5f91e,,,,,,,2021-01-22T09:12:26Z,11,,,Transaction
0bce1ca5575942a6aa653b1c62f80cae,,,,,,,2021-01-05T10:43:59Z,711,,,Transaction
735682b501544841845b0319a59c4478,,,,,,,2021-01-14T18:14:57Z,753,,,Transaction
cfc7015cee234688b48ac5ff78628a36,,,,,,,2021-01-27T02:06:16Z,769,,,Transaction
4274463817a74513b1dcd56fadfa1f9d,,,,,,,2021-01-01T15:34:10Z,745,,,Transaction
1139bad2617d4090bb63a3eceb2adb21,,,,,,,2021-01-22T00:06:02Z,11,,,Transaction
12846bafb6ea45efa1dc101625dca69c,,,,,,,2021-01-22T06:54:54Z,886,,,Transaction
9d8200dfe6fa4f8cb042a8425d4af2d7,,,,,,,2021-01-08T20:23:17Z,520,,,Transaction
1aea59665cb34633a98e66ff49da5a1c,,,,,,,2021-01-27T14:08:22Z,393,,,Transaction
b7a6f70e535f4c0fbe1047ed9b0a19b5,,,,,,,2021-01-01T18:26:49Z,730,,,Transaction
d3a3ae1c87434fce87d319162ce4d093,,,,,,,2021-01-28T06:25:40Z,929,,,Transaction
f3047339f3b1427e87f32fdc2faeac41,,,,,,,2021-01-21T14:38:47Z,36,,,Transaction
f7ee1a843f374cad972b7250dd171bdb,,,,,,,2021-01-30T21:16:22Z,909,,,Transaction
77e9013f2f9542178c293e0542d31cb8,,,,,,,2021-01-16T15:05:00Z,793,,,Transaction
48a93c427ce144299fde42340a323160,,,,,,,2021-01-26T14:55:04Z,585,,,Transaction
7a8aa26502b543609e70477b5686cf33,,,,,,,2021-01-17T13:18:22Z,387,,,Transaction
e509e958bbae417fa7010eeae4728242,,,,,,,2021-01-02T15:44:26Z,672,,,Transaction
611004e831404bf882a3a141be4b064f,,,,,,,2021-01-06T14:25:15Z,575,,,Transaction
09414861f421461d85bffe6af5e9402d,,,,,,,2021-01-04T04:59:38Z,79,,,Transaction
b345dacb3d1249dea1d1409c475badc7,,,,,,,2021-01-06T05:38:37Z,37,,,Transaction
a23d812e04154517ade88e71df5eabb2,,,,,,,2021-01-09T18:25:09Z,772,,,Transaction
263ff69594dc437883fd8799827a155c,,,,,,,2021-01-01T03:56:24Z,474,,,Transaction
8c2769a5d14a44908a47373dfd793419,,,,,,,2021-01-30T06:23:24Z,155,,,Transaction
23b05d537ed84ec39d8574d7cfcf82d5,,,,,,,2021-01-11T07:10:54Z,839,,,Transaction
5c322f486052415ab9b592d28c82ee82,,,,,,,2021-01-10T12:17:29Z,398,,,Transaction
f9dc792134a246118ccec454e6a90eb6,,,,,,,2021-01-15T05:49:22Z,655,,,Transaction
4ccfb1d4db02491fa4396b3b926bba23,,,,,,,2021-01-04T02:19:03Z,683,,,Transaction
b823d83a54af43e794108fbae9570760,,,,,,,2021-01-03T06:30:37Z,516,,,Transaction
4561e9cc85424f67aa89317a4915d4f0,,,,,,,2021-01-23T10:47:54Z,474,,,Transaction
79835e696fe6401192647fd5cc425abb,,,,,,,2021-01-01T07:04:20Z,999,,,Transaction
60801a0e2cfa4f1c8d4044e983c5a96a,,,,,,,2021-01-21T11:15:02Z,871,,,Transaction
0b99423781fd4091bfd6aa72392b4075,,,,,,,2021-01-17T01:50:42Z,849,,,Transaction
4d38adc400514b608afd24c4fa3eba7c,,,,,,,2021-01-29T02:23:40Z,835,,,Transaction
d5d6f9b4bee740b1938eaaab6e487877,,,,,,,2021-01-14T06:48:37Z,148,,,Transaction
c5b8472eb2a644b9b2f505e75651dbab,,,,,,,2021-01-17T17:38:11Z,634,,,Transaction
2b88b32a4a7046a8a68495d9309528b3,,,,,,,2021-01-13T11:45:55Z,633,,,Transaction
e1cb0c89bca24b6a9a2cbdfc506901a2,,,,,,,2021-01-27T15:43:50Z,23,,,Transaction
ae661daf01e3401493396a51d33ed8cc,,,,,,,2021-01-31T23:19:24Z,114,,,Transaction
baeb25c5303e4b7ba871250ad0512aaa,,,,,,,2021-01-29T22:34:23Z,93,,,Transaction
f3f22873ef034ec7a5fa41e4b5295f90,,,,,,,2021-01-12T23:52:36Z,231,,,Transaction
6c7ed42502c44d8d91b247f8dcd38269,,,,,,,2021-01-02T04:42:16Z,657,,,Transaction
37ab9bb3f5644d02b2ba461cbe242192,,,,,,,2021-01-15T21:11:50Z,498,,,Transaction
92a259a45a6044a2a9eb11fb95e91bed,,,,,,,2021-01-25T23:45:22Z,99,,,Transaction
9fe7f5ca6bef4bca8783a93f592f8224,,,,,,,2021-01-29T13:44:22Z,862,,,Transaction
d029166d6fc44010b4035cb873589a51,,,,,,,2021-01-15T05:26:51Z,974,,,Transaction
35fb5a4d19cb4907bebf605f61647f41,,,,,,,2021-01-02T14:06:27Z,149,,,Transaction
a8386daa1e72464081a2262ed7d4e29d,,,,,,,2021-01-29T14:52:13Z,840,,,Transaction
d81b3396b13042d4baa6f66021563ef6,,,,,,,2021-01-06T20:16:36Z,612,,,Transaction
9d8d4ac4c389460aadee16127b9ed10f,,,,,,,2021-01-28T18:02:48Z,677,,,Transaction
b4bfe4f3109149b1b87a7b3937cc15ed,,,,,,,2021-01-30T02:34:46Z,74,,,Transaction
22ceb3f2acbe41088bed857302b8fc50,,,,,,,2021-01-11T22:16:46Z,808,,,Transaction
432067b804a8443ba88e57b0187b5fa5,,,,,,,2021-01-03T13:06:44Z,313,,,Transaction
6bc6cd56853d4f9fac0edcedf7261281,,,,,,,2021-01-13T16:54:26Z,729,,,Transaction
4e797963cbf34187bc10801b10d6dafc,,,,,,,2021-01-23T05:49:31Z,129,,,Transaction
abff504196944fe4851e87c0aa5e381d,,,,,,,2021-01-17T03:14:25Z,613,,,Transaction
5c9a3c1a27ab41a9ac2bfc1eff5ce21a,,,,,,,2021-01-29T04:00:23Z,908,,,Transaction
623c80ff90244dbf954cc51f70932452,,,,,,,2021-01-11T12:01:37Z,862,,,Transaction
1327c52f84fa412e9a3fe30a9d5bc628,,,,,,,2021-01-11T13:31:19Z,223,,,Transaction
d36acef15ecf44ccb85ff85452b9090a,,,,,,,2021-01-24T14:57:13Z,155,,,Transaction
89820007a98248ce9159da6c9fe74255,,,,,,,2021-01-18T18:20:18Z,332,,,Transaction
e2466ccb032a4fc191e2c6f8a2852afe,,,,,,,2021-01-12T08:00:18Z,725,,,Transaction
02039043e4174efa8da9d462122d146f,,,,,,,2021-01-23T02:33:41Z,567,,,Transaction
b8b17862d60f4dfcbcd32a3cb47c77ce,,,,,,,2021-01-24T06:28:40Z,766,,,Transaction
5a8c905795e642ffad9c775c719768c1,,,,,,,2021-01-25T11:53:56Z,832,,,Transaction
74bbe744014343be8df244a892d61db4,,,,,,,2021-01-11T04:29:56Z,842,,,Transaction
e6cf962a34e645cbb55f72d7d5c2738e,,,,,,,2021-01-13T04:59:10Z,617,,,Transaction
eb739e69c4c24d8aa12bb7d379b10976,,,,,,,2021-01-11T04:08:21Z,471,,,Transaction
a75b96e6554840709c7b8afd7b528ab8,,,,,,,2021-01-07T10:02:18Z,386,,,Transaction
a1196f3dc40e4bfab546a2438d8fcafe,,,,,,,2021-01-27T04:36:02Z,944,,,Transaction
7ac1aceb59e14fcfb6f385b0ab062bdf,,,,,,,2021-01-23T04:27:50Z,66,,,Transaction
02093515883040649cad0b24a1524d80,,,,,,,2021-01-01T22:08:26Z,936,,,Transaction
0f0cf043ca4246eab79e3c5369821acb,,,,,,,2021-01-01T14:45:24Z,959,,,Transaction
b0e9576a6c0e400190bbe0be0a5b00a6,,,,,,,2021-01-23T14:53:48Z,515,,,Transaction
afe75f062b724edc8188e380cab9a74d,,,,,,,2021-01-16T19:22:51Z,724,,,Transaction
3818a8b9dd56433cbc6a04c349dfa17e,,,,,,,2021-01-18T10:10:16Z,73,,,Transaction
4ecd70f686654fff8ebff25ad21aa9e7,,,,,,,2021-01-26T06:10:07Z,466,,,Transaction
34df6752ed264f958d9d8f323f61af27,,,,,,,2021-01-11T05:43:19Z,615,,,Transaction
d079465ff54e41b0beed9145d1694b9b,,,,,,,2021-01-10T17:48:49Z,678,,,Transaction
2e361b843c9e4e9da04a6c98d22d6b6b,,,,,,,2021-01-20T05:32:59Z,125,,,Transaction
98954fc71ff144bebc5b4f696c9e45ce,,,,,,,2021-01-16T03:21:54Z,136,,,Transaction
ac584d832a4f4086a1e2d90a48f6f9ad,,,,,,,2021-01-27T04:10:55Z,322,,,Transaction
0df035df23dc4b7dbdd7f4986d571ed8,,,,,,,2021-01-15T11:06:05Z,377,,,Transaction
2bfaee7ff15843c2baf50fa457cffa22,,,,,,,2021-01-05T05:38:30Z,570,,,Transaction
5e1a4a2aeabd435d83d67ff72d590aae,,,,,,,2021-01-11T21:56:46Z,880,,,Transaction
7719316d6cf442afae7734f781135278,,,,,,,2021-01-12T08:36:25Z,875,,,Transaction
9946f167121940d4b3e4b850998148ef,,,,,,,2021-01-23T06:46:06Z,727,,,Transaction
f3758ca9b26b45f5a3b1f47363c49018,,,,,,,2021-01-18T16:55:52Z,515,,,Transaction
8dc5f885d29f413b8b6bdfa7e7f0b9f9,,,,,,,2021-01-02T22:12:39Z,896,,,Transaction
836583923adf47ff864143cd6aa8438a,,,,,,,2021-01-01T18:13:01Z,561,,,Transaction
5d8b233836dd4a12bc3fd4fa0350d71c,,,,,,,2021-01-03T19:47:07Z,629,,,Transaction
5cd5c5b69e3742bc96b60af1a063605a,,,,,,,2021-01-07T02:39:49Z,806,,,Transaction
a57889b2fc104f0a82bf7155fa6c0e38,,,,,,,2021-01-03T20:27:24Z,970,,,Transaction
feature-1.12.231.114,,,,,,1.12.231.114,,,,,IpAddress
feature-196.3.152.23,,,,,,196.3.152.23,,,,,IpAddress
feature-112.199.111.116,,,,,,112.199.111.116,,,,,IpAddress
feature-62.249.125.131,,,,,,62.249.125.131,,,,,IpAddress
feature-197.255.190.142,,,,,,197.255.190.142,,,,,IpAddress
feature-1.0.2.20,,,,,,1.0.2.20,,,,,IpAddress
feature-31.210.167.193,,,,,,31.210.167.193,,,,,IpAddress
feature-46.19.110.148,,,,,,46.19.110.148,,,,,IpAddress
feature-27.113.138.87,,,,,,27.113.138.87,,,,,IpAddress
feature-189.203.113.206,,,,,,189.203.113.206,,,,,IpAddress
feature-1.95.159.123,,,,,,1.95.159.123,,,,,IpAddress
feature-31.24.202.62,,,,,,31.24.202.62,,,,,IpAddress
feature-1.92.251.159,,,,,,1.92.251.159,,,,,IpAddress
feature-27.115.29.68,,,,,,27.115.29.68,,,,,IpAddress
feature-194.158.207.180,,,,,,194.158.207.180,,,,,IpAddress
feature-202.124.167.141,,,,,,202.124.167.141,,,,,IpAddress
feature-1.80.104.207,,,,,,1.80.104.207,,,,,IpAddress
feature-125.60.252.248,,,,,,125.60.252.248,,,,,IpAddress
feature-190.168.47.55,,,,,,190.168.47.55,,,,,IpAddress
feature-1.118.167.195,,,,,,1.118.167.195,,,,,IpAddress
feature-27.113.147.201,,,,,,27.113.147.201,,,,,IpAddress
feature-77.240.69.136,,,,,,77.240.69.136,,,,,IpAddress
feature-41.138.47.28,,,,,,41.138.47.28,,,,,IpAddress
feature-24.50.158.47,,,,,,24.50.158.47,,,,,IpAddress
feature-103.3.222.6,,,,,,103.3.222.6,,,,,IpAddress
feature-204.79.249.247,,,,,,204.79.249.247,,,,,IpAddress
